CUST_ID,TRANSACTION_ID,PRODUCT_ID,ITEM_NAME,LINE,CATEGORY,NUMBER_OF_ITEMS,RRP,TOTAL_AMOUNT,TRANSACTION_TIME
986,12490,6184,Nike Women's Hyperspike Shoe,Clothes,Clothes,2,1199.99,2399.98,11/19/2010
992,32585,6185,Nike Women's Air Max Running Shoe,Clothes,Clothes,1,299.99,299.99,11/19/2010
827,6645,6186,Nike Women's Free 5.0 Running Shoe,Clothes,Clothes,1,399.99,399.99,11/19/2010
8,4495,6187,Nike  Women's Air Max,Clothes,Clothes,1,278.99,278.99,11/19/2010
113,21614,6188,Nike Juvenate Women's Gold Shoes,Clothes,Clothes,1,149.99,149.99,11/19/2010
561,13981,6191,Nike Women Comfort+ Running Sneakers,Clothes,Clothes,2,324.99,649.98,11/19/2010
479,29831,6192,Nike Women Free Running Sneakers,Clothes,Clothes,2,599.99,1199.98,11/19/2010
745,20830,6193,Ralph Lauren Hooded Pullover,Clothes,Clothes,1,324.99,324.99,11/19/2010
303,20425,6194,Ralph Lauren Cotton Indigo Sweater ,Clothes,Clothes,1,299.99,299.99,11/19/2010
97,15089,6195,Ralph Lauren Cotton Raglan Sweater,Clothes,Clothes,1,999.99,999.99,11/19/2010
307,29308,6196,Ralph Lauren Cashmere Sweater,Clothes,Clothes,1,291.99,291.99,11/19/2010
782,26654,6197,Ralph Lauren Ribbed Cotton Sweater,Clothes,Clothes,2,584.99,1169.98,11/19/2010
145,9013,6198,Ralph Lauren Sport Cable Knit Sweater,Clothes,Clothes,2,449.99,899.98,11/19/2010
147,34740,6199,Guess Women's Full Collar Short Down Jacket,Clothes,Clothes,1,429.99,429.99,11/19/2010
780,40394,6200,Guess Women's Wrap Coat,Clothes,Clothes,1,449.99,449.99,11/19/2010
972,14014,6201,Guess Women's Quilted Jacket,Clothes,Clothes,1,239.99,239.99,11/19/2010
720,8839,6202,Guess Women's Moto Jacket,Clothes,Clothes,1,149.99,149.99,11/19/2010
415,29582,6203,Guess Women's Jean Jacket,Clothes,Clothes,1,239.99,239.99,11/19/2010
358,12810,6204,Guess Women's Skinny Jeans,Clothes,Clothes,2,149.99,299.98,11/19/2010
893,7713,6205,Guess Women's Boot Cut Jeans,Clothes,Clothes,1,399.99,399.99,11/20/2010
683,41319,6206,Guess Women's Mid-rise Jeans,Clothes,Clothes,1,186.99,186.99,11/20/2010
895,18077,6209,Tommy Hilfiger Jacquard Tote,Clothes,Clothes,1,449.99,449.99,11/20/2010
549,7962,6210,Tommy Arianna Tote,Clothes,Clothes,1,179.99,179.99,11/20/2010
423,24693,6211,Tommy Hilfiger Everyday Tote,Clothes,Clothes,1,299.99,299.99,11/20/2010
427,6066,6212,Tommy Hilfiger Alexa purse ,Clothes,Clothes,1,449.99,449.99,11/20/2010
894,40777,6213,Elie Tahari Jocelyn Dress,Clothes,Clothes,2,575.99,1151.98,11/20/2010
436,5541,6214,Elie Tahari Emory Dress,Clothes,Clothes,1,599.99,599.99,11/20/2010
744,31768,3177,Elie Tahari Ophelia Dress,Clothes,Clothes,1,599.99,599.99,11/20/2010
710,11936,3178,Elie Tahari Gwenyth Dress,Clothes,Clothes,3,324.99,974.97,11/20/2010
655,24548,3179,Adidas Black Running Tights,Clothes,Clothes,1,319.99,319.99,11/20/2010
667,6649,3180,Adidas Originals Black Hoodie,Clothes,Clothes,1,149.99,149.99,11/20/2010
486,33749,3181,Adidas Originals Grey Hoodie,Clothes,Clothes,1,599.99,599.99,11/20/2010
774,12623,3182,Adidas Originals Classic White Sweatshirt,Clothes,Clothes,1,359.99,359.99,11/20/2010
674,14540,3183,Adidas Originals Classic Black Sweatshirt,Clothes,Clothes,1,999.99,999.99,11/20/2010
857,26663,3184,Adidas Originals Classic Grey Sweatshirt,Clothes,Clothes,1,449.99,449.99,11/20/2010
486,39069,3185,Adidas Originals Grey Running Tights,Clothes,Clothes,1,559.99,559.99,11/20/2010
736,26319,3186,Adidas Training Pant - Black,Clothes,Clothes,1,429.99,429.99,11/20/2010
437,10160,3187,Adidas Training Pant - White,Clothes,Clothes,1,499.99,499.99,11/20/2010
790,3616,3188,Adidas Classic 3-stripe pant,Clothes,Clothes,1,539.99,539.99,11/20/2010
469,12948,3191,Adidas Classic 3-stripe pant - blue,Clothes,Clothes,1,299.99,299.99,11/20/2010
733,27133,3192,Elie Tahari Lace Dress,Clothes,Clothes,1,299.99,299.99,11/20/2010
830,38772,3193,Adidas Training Pant - Black,Clothes,Clothes,1,639.99,639.99,11/20/2010
195,6186,3194,Adidas Originals Grey Running Tights,Clothes,Clothes,1,299.99,299.99,11/20/2010
467,15263,3195,Anastasia Beverly Hills Dress,Clothes,Clothes,1,1099.99,1099.99,11/20/2010
337,40111,3196,Guess Fit and Flair Dress,Clothes,Clothes,1,584.99,584.99,11/20/2010
96,42235,3197,Bar III Cropped Jacket,Clothes,Clothes,2,599.99,1199.98,11/20/2010
139,35793,3198,Anne Klein Fayza Dress Shoes,Clothes,Clothes,1,1099.99,1099.99,11/20/2010
921,28744,3199,Anne Klein Barb Dress Shoes,Clothes,Clothes,1,149.99,149.99,11/20/2010
821,36194,3200,Calvin Klein Gayle High Heel Shoes,Clothes,Clothes,1,399.99,399.99,11/20/2010
759,39831,3201,Calvin Klein Catherine High Heel Shoes,Clothes,Clothes,1,499.99,499.99,11/20/2010
479,5270,3202,Calvin Klein Zipper Sheath Dress,Clothes,Clothes,1,299.99,299.99,11/20/2010
174,6865,3203,Calvin Klein Sleevess Belted Striped Dress,Clothes,Clothes,1,575.99,575.99,11/20/2010
183,23190,3204,Calvin Klein Horseshoe Neckline Dress,Clothes,Clothes,1,899.99,899.99,11/20/2010
11,2519,3205,Calvin Klein Textured Sheath Dress,Clothes,Clothes,2,291.99,583.98,11/20/2010
919,13774,3206,Elie Tahari Women's Kyle Knit Dress,Clothes,Clothes,1,229.99,229.99,11/20/2010
467,1663,3209,Elie Tahari Women's Kyle Twist Knit Dress,Clothes,Clothes,2,229.99,459.98,11/20/2010
319,4898,3210,Nike Women's Black Leggings,Clothes,Clothes,1,134.99,134.99,11/20/2010
666,9148,3211,Nike Women's Blue Leggings,Clothes,Clothes,1,199.99,199.99,11/20/2010
541,6065,3212,Nike Women's Miulticolor Leggings,Clothes,Clothes,1,899.99,899.99,11/20/2010
200,36100,3213,Nike Women's Flash Running Tights,Clothes,Clothes,2,499.99,999.98,11/20/2010
147,941,3214,Elie Tahari One Button Jacket,Clothes,Clothes,1,699.99,699.99,11/20/2010
446,42979,6177,Elie Tahari Eggplant Career Suit,Clothes,Clothes,1,1299.99,1299.99,11/20/2010
805,38575,6178,Elie Tahari Black Career Suit,Clothes,Clothes,1,179.99,179.99,11/20/2010
199,12534,6179,Elie Tahari Scarlett Sleeveless Blouse,Clothes,Clothes,1,449.99,449.99,11/20/2010
535,13001,6180,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,1,179.99,179.99,11/20/2010
292,18510,6181,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,1,599.99,599.99,11/20/2010
832,5309,6182,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,1,299.99,299.99,11/20/2010
718,26690,6183,Elie Tahari White Career Blouse,Clothes,Clothes,2,149.99,299.98,11/20/2010
543,39033,6184,Nike Women's Hyperspike Shoe,Clothes,Clothes,1,599.99,599.99,11/20/2010
400,20929,6185,Nike Women's Air Max Running Shoe,Clothes,Clothes,1,899.99,899.99,11/20/2010
828,42740,6186,Nike Women's Free 5.0 Running Shoe,Clothes,Clothes,3,429.99,1289.97,11/20/2010
737,23011,6187,Nike  Women's Air Max,Clothes,Clothes,1,249.99,249.99,11/20/2010
263,37859,6188,Nike Juvenate Women's Gold Shoes,Clothes,Clothes,2,499.99,999.98,11/20/2010
368,12535,6191,Nike Women Comfort+ Running Sneakers,Clothes,Clothes,1,104.99,104.99,11/21/2010
717,29,6192,Nike Women Free Running Sneakers,Clothes,Clothes,1,194.99,194.99,11/21/2010
258,18224,6193,Ralph Lauren Hooded Pullover,Clothes,Clothes,2,584.99,1169.98,11/21/2010
948,20978,6194,Ralph Lauren Cotton Indigo Sweater ,Clothes,Clothes,2,399.99,799.98,11/21/2010
883,13760,6195,Ralph Lauren Cotton Raglan Sweater,Clothes,Clothes,1,299.99,299.99,11/21/2010
184,35179,6196,Ralph Lauren Cashmere Sweater,Clothes,Clothes,2,179.99,359.98,11/21/2010
888,34856,6197,Ralph Lauren Ribbed Cotton Sweater,Clothes,Clothes,1,199.99,199.99,11/21/2010
903,39615,6198,Ralph Lauren Sport Cable Knit Sweater,Clothes,Clothes,1,599.99,599.99,11/21/2010
769,30579,6199,Guess Women's Full Collar Short Down Jacket,Clothes,Clothes,2,449.99,899.98,11/21/2010
313,18607,6200,Guess Women's Wrap Coat,Clothes,Clothes,1,299.99,299.99,11/21/2010
451,41657,6201,Guess Women's Quilted Jacket,Clothes,Clothes,1,449.99,449.99,11/21/2010
870,11351,6202,Guess Women's Moto Jacket,Clothes,Clothes,1,149.99,149.99,11/21/2010
756,1324,6203,Guess Women's Jean Jacket,Clothes,Clothes,1,399.99,399.99,11/21/2010
566,1226,6204,Guess Women's Skinny Jeans,Clothes,Clothes,1,299.99,299.99,11/21/2010
78,5692,6205,Guess Women's Boot Cut Jeans,Clothes,Clothes,1,499.99,499.99,11/21/2010
74,13496,6206,Guess Women's Mid-rise Jeans,Clothes,Clothes,1,599.99,599.99,11/21/2010
754,2132,6209,Tommy Hilfiger Jacquard Tote,Clothes,Clothes,1,499.99,499.99,11/21/2010
512,842,6210,Tommy Arianna Tote,Clothes,Clothes,1,599.99,599.99,11/21/2010
744,13369,6211,Tommy Hilfiger Everyday Tote,Clothes,Clothes,3,1199.99,3599.97,11/21/2010
688,39961,6212,Tommy Hilfiger Alexa purse ,Clothes,Clothes,2,599.99,1199.98,11/21/2010
459,40943,6213,Elie Tahari Jocelyn Dress,Clothes,Clothes,1,1199.99,1199.99,11/21/2010
367,4192,6214,Elie Tahari Emory Dress,Clothes,Clothes,1,1099.99,1099.99,11/21/2010
189,249,3177,Elie Tahari Ophelia Dress,Clothes,Clothes,1,319.99,319.99,11/21/2010
519,29847,3178,Elie Tahari Gwenyth Dress,Clothes,Clothes,1,599.99,599.99,11/21/2010
419,31508,3179,Adidas Black Running Tights,Clothes,Clothes,1,149.99,149.99,11/21/2010
114,38824,3180,Adidas Originals Black Hoodie,Clothes,Clothes,3,324.99,974.97,11/21/2010
911,4268,3181,Adidas Originals Grey Hoodie,Clothes,Clothes,1,278.99,278.99,11/21/2010
523,40507,3182,Adidas Originals Classic White Sweatshirt,Clothes,Clothes,1,779.99,779.99,11/21/2010
669,29711,3183,Adidas Originals Classic Black Sweatshirt,Clothes,Clothes,1,714.99,714.99,11/21/2010
707,23048,3184,Adidas Originals Classic Grey Sweatshirt,Clothes,Clothes,1,559.99,559.99,11/21/2010
5,37690,3185,Adidas Originals Grey Running Tights,Clothes,Clothes,3,779.99,2339.97,11/21/2010
115,10798,3186,Adidas Training Pant - Black,Clothes,Clothes,1,779.99,779.99,11/21/2010
458,35024,3187,Adidas Training Pant - White,Clothes,Clothes,1,479.99,479.99,11/21/2010
476,5998,3188,Adidas Classic 3-stripe pant,Clothes,Clothes,1,449.99,449.99,11/21/2010
155,40020,3191,Adidas Classic 3-stripe pant - blue,Clothes,Clothes,1,314.99,314.99,11/21/2010
757,22597,3192,Elie Tahari Lace Dress,Clothes,Clothes,1,299.99,299.99,11/21/2010
678,2713,3193,Adidas Training Pant - Black,Clothes,Clothes,3,449.99,1349.97,11/22/2010
840,8373,3194,Adidas Originals Grey Running Tights,Clothes,Clothes,1,1199.99,1199.99,11/22/2010
750,23006,3195,Anastasia Beverly Hills Dress,Clothes,Clothes,1,599.99,599.99,11/22/2010
884,8137,3196,Guess Fit and Flair Dress,Clothes,Clothes,1,429.99,429.99,11/22/2010
534,17699,3197,Bar III Cropped Jacket,Clothes,Clothes,1,449.99,449.99,11/22/2010
439,17081,3198,Anne Klein Fayza Dress Shoes,Clothes,Clothes,1,599.99,599.99,11/22/2010
985,30788,3199,Anne Klein Barb Dress Shoes,Clothes,Clothes,1,899.99,899.99,11/22/2010
810,25226,3200,Calvin Klein Gayle High Heel Shoes,Clothes,Clothes,1,1299.99,1299.99,11/22/2010
43,40796,3201,Calvin Klein Catherine High Heel Shoes,Clothes,Clothes,1,629.99,629.99,11/22/2010
115,15042,3202,Calvin Klein Zipper Sheath Dress,Clothes,Clothes,2,599.99,1199.98,11/24/2010
677,11959,3203,Calvin Klein Sleevess Belted Striped Dress,Clothes,Clothes,1,149.99,149.99,11/22/2010
747,29171,3204,Calvin Klein Horseshoe Neckline Dress,Clothes,Clothes,1,779.99,779.99,11/22/2010
679,42012,3205,Calvin Klein Textured Sheath Dress,Clothes,Clothes,1,149.99,149.99,11/22/2010
666,34404,3206,Elie Tahari Women's Kyle Knit Dress,Clothes,Clothes,1,999.99,999.99,11/22/2010
792,18515,3209,Elie Tahari Women's Kyle Twist Knit Dress,Clothes,Clothes,2,229.99,459.98,11/22/2010
664,20291,3210,Nike Women's Black Leggings,Clothes,Clothes,1,499.99,499.99,11/22/2010
336,29303,3211,Nike Women's Blue Leggings,Clothes,Clothes,2,299.99,599.98,11/22/2010
414,24038,3212,Nike Women's Miulticolor Leggings,Clothes,Clothes,1,1039.99,1039.99,11/22/2010
847,36615,3213,Nike Women's Flash Running Tights,Clothes,Clothes,2,429.99,859.98,11/22/2010
639,19776,3214,Elie Tahari One Button Jacket,Clothes,Clothes,1,899.99,899.99,11/22/2010
823,5082,6177,Elie Tahari Eggplant Career Suit,Clothes,Clothes,1,314.99,314.99,11/22/2010
629,10656,6178,Elie Tahari Black Career Suit,Clothes,Clothes,2,229.99,459.98,11/22/2010
468,9668,6179,Elie Tahari Scarlett Sleeveless Blouse,Clothes,Clothes,1,599.99,599.99,11/22/2010
452,26717,6180,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,1,599.99,599.99,11/22/2010
554,37741,6181,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,1,539.99,539.99,11/22/2010
84,42959,6182,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,1,429.99,429.99,11/22/2010
764,40092,6183,Elie Tahari White Career Blouse,Clothes,Clothes,1,599.99,599.99,11/22/2010
545,12577,6184,Nike Women's Hyperspike Shoe,Clothes,Clothes,1,449.99,449.99,11/22/2010
582,39213,6185,Nike Women's Air Max Running Shoe,Clothes,Clothes,1,1299.99,1299.99,11/22/2010
406,20936,6186,Nike Women's Free 5.0 Running Shoe,Clothes,Clothes,1,599.99,599.99,11/22/2010
234,20274,6187,Nike  Women's Air Max,Clothes,Clothes,1,299.99,299.99,11/22/2010
67,6440,6188,Nike Juvenate Women's Gold Shoes,Clothes,Clothes,1,149.99,149.99,11/22/2010
771,31385,6191,Nike Women Comfort+ Running Sneakers,Clothes,Clothes,1,599.99,599.99,11/22/2010
382,31101,6192,Nike Women Free Running Sneakers,Clothes,Clothes,1,479.99,479.99,11/22/2010
232,21974,6193,Ralph Lauren Hooded Pullover,Clothes,Clothes,2,179.99,359.98,11/22/2010
204,33030,6194,Ralph Lauren Cotton Indigo Sweater ,Clothes,Clothes,1,299.99,299.99,11/22/2010
558,16193,6195,Ralph Lauren Cotton Raglan Sweater,Clothes,Clothes,2,399.99,799.98,11/22/2010
991,36286,6196,Ralph Lauren Cashmere Sweater,Clothes,Clothes,2,499.99,999.98,11/22/2010
821,4526,6197,Ralph Lauren Ribbed Cotton Sweater,Clothes,Clothes,1,279.99,279.99,11/22/2010
488,11165,6198,Ralph Lauren Sport Cable Knit Sweater,Clothes,Clothes,1,399.99,399.99,11/22/2010
841,1145,6199,Guess Women's Full Collar Short Down Jacket,Clothes,Clothes,2,179.99,359.98,11/22/2010
100,10579,6200,Guess Women's Wrap Coat,Clothes,Clothes,2,299.99,599.98,11/22/2010
816,42209,6201,Guess Women's Quilted Jacket,Clothes,Clothes,1,399.99,399.99,11/22/2010
473,11544,6202,Guess Women's Moto Jacket,Clothes,Clothes,1,479.99,479.99,11/23/2010
197,39304,6203,Guess Women's Jean Jacket,Clothes,Clothes,1,449.99,449.99,11/23/2010
450,7914,6204,Guess Women's Skinny Jeans,Clothes,Clothes,3,194.99,584.97,11/23/2010
518,31565,6205,Guess Women's Boot Cut Jeans,Clothes,Clothes,1,171.99,171.99,11/23/2010
547,6427,6206,Guess Women's Mid-rise Jeans,Clothes,Clothes,2,429.99,859.98,11/23/2010
208,40368,6209,Tommy Hilfiger Jacquard Tote,Clothes,Clothes,1,429.99,429.99,11/23/2010
214,16733,6210,Tommy Arianna Tote,Clothes,Clothes,1,179.99,179.99,11/23/2010
325,41770,6211,Tommy Hilfiger Everyday Tote,Clothes,Clothes,1,319.99,319.99,11/23/2010
449,17821,6212,Tommy Hilfiger Alexa purse ,Clothes,Clothes,1,278.99,278.99,11/23/2010
880,3477,6213,Elie Tahari Jocelyn Dress,Clothes,Clothes,1,429.99,429.99,11/23/2010
844,31210,6214,Elie Tahari Emory Dress,Clothes,Clothes,1,171.99,171.99,11/23/2010
767,1265,3177,Elie Tahari Ophelia Dress,Clothes,Clothes,1,599.99,599.99,11/23/2010
212,23267,3178,Elie Tahari Gwenyth Dress,Clothes,Clothes,1,599.99,599.99,11/23/2010
423,13268,3179,Adidas Black Running Tights,Clothes,Clothes,1,779.99,779.99,11/23/2010
89,35623,3180,Adidas Originals Black Hoodie,Clothes,Clothes,1,599.99,599.99,11/23/2010
20,1702,3181,Adidas Originals Grey Hoodie,Clothes,Clothes,1,149.99,149.99,11/23/2010
503,27322,3182,Adidas Originals Classic White Sweatshirt,Clothes,Clothes,1,399.99,399.99,11/23/2010
411,8345,3183,Adidas Originals Classic Black Sweatshirt,Clothes,Clothes,1,429.99,429.99,11/23/2010
765,27896,3184,Adidas Originals Classic Grey Sweatshirt,Clothes,Clothes,1,399.99,399.99,11/23/2010
517,14441,3185,Adidas Originals Grey Running Tights,Clothes,Clothes,1,1099.99,1099.99,11/23/2010
343,30850,3186,Adidas Training Pant - Black,Clothes,Clothes,1,229.99,229.99,11/23/2010
733,7898,3187,Adidas Training Pant - White,Clothes,Clothes,2,299.99,599.98,11/23/2010
735,15727,3188,Adidas Classic 3-stripe pant,Clothes,Clothes,1,499.99,499.99,11/23/2010
848,38166,3191,Adidas Classic 3-stripe pant - blue,Clothes,Clothes,1,499.99,499.99,11/23/2010
555,22766,3192,Elie Tahari Lace Dress,Clothes,Clothes,2,499.99,999.98,11/23/2010
801,7470,3193,Adidas Training Pant - Black,Clothes,Clothes,1,449.99,449.99,11/23/2010
131,25093,3194,Adidas Originals Grey Running Tights,Clothes,Clothes,1,149.99,149.99,11/23/2010
592,23529,3195,Adidas Originals Black Hoodie,Clothes,Clothes,1,149.99,149.99,11/23/2010
536,26251,3196,Adidas Originals Grey Hoodie,Clothes,Clothes,1,429.99,429.99,11/23/2010
924,12567,3197,Adidas Originals Classic White Sweatshirt,Clothes,Clothes,1,149.99,149.99,11/23/2010
875,13175,3198,Adidas Originals Classic Black Sweatshirt,Clothes,Clothes,2,449.99,899.98,11/23/2010
206,1336,3199,Adidas Originals Black Hoodie,Clothes,Clothes,1,499.99,499.99,11/23/2010
119,29864,3200,Adidas Originals Grey Hoodie,Clothes,Clothes,1,149.99,149.99,11/23/2010
600,15508,3201,Adidas Originals Classic White Sweatshirt,Clothes,Clothes,1,479.99,479.99,11/23/2010
707,36852,3202,Adidas Originals Classic Black Sweatshirt,Clothes,Clothes,3,1299.99,3899.97,11/23/2010
373,40419,3203,Adidas Originals Black Hoodie,Clothes,Clothes,1,449.99,449.99,11/23/2010
452,12757,3204,Adidas Originals Grey Hoodie,Clothes,Clothes,1,179.99,179.99,11/23/2010
814,35503,3205,Adidas Originals Classic White Sweatshirt,Clothes,Clothes,1,399.99,399.99,11/23/2010
608,30929,3206,Adidas Originals Classic Black Sweatshirt,Clothes,Clothes,1,1199.99,1199.99,11/23/2010
893,5144,3209,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,1,239.99,239.99,11/23/2010
57,12805,3210,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,1,186.99,186.99,11/23/2010
183,17744,3211,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,1,449.99,449.99,11/24/2010
706,13307,3212,Elie Tahari White Career Blouse,Clothes,Clothes,1,449.99,449.99,11/24/2010
775,21976,3213,Nike Women's Hyperspike Shoe,Clothes,Clothes,2,229.99,459.98,11/24/2010
50,29954,3214,Nike Women's Air Max Running Shoe,Clothes,Clothes,1,599.99,599.99,11/24/2010
722,18819,6177,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,1,149.99,149.99,11/24/2010
591,27009,6178,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,1,449.99,449.99,11/24/2010
365,41851,6179,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,3,249.99,749.97,11/24/2010
841,30025,6180,Elie Tahari White Career Blouse,Clothes,Clothes,1,399.99,399.99,11/24/2010
738,7363,6181,Nike Women's Hyperspike Shoe,Clothes,Clothes,2,1199.99,2399.98,11/24/2010
184,12134,6182,Nike Women's Air Max Running Shoe,Clothes,Clothes,1,575.99,575.99,11/24/2010
619,23788,6183,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,1,149.99,149.99,11/24/2010
723,29706,6184,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,2,629.99,1259.98,11/24/2010
6,40084,6185,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,2,599.99,1199.98,11/24/2010
833,14538,6186,Elie Tahari White Career Blouse,Clothes,Clothes,1,239.99,239.99,11/24/2010
833,8789,6187,Nike Women's Hyperspike Shoe,Clothes,Clothes,1,194.99,194.99,11/24/2010
536,23995,6188,Nike Women's Air Max Running Shoe,Clothes,Clothes,1,134.99,134.99,11/24/2010
92,25299,6191,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,1,291.99,291.99,11/24/2010
441,14764,6192,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,1,575.99,575.99,11/24/2010
174,15061,6193,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,1,299.99,299.99,11/24/2010
551,24420,6194,Elie Tahari White Career Blouse,Clothes,Clothes,2,509.99,1019.98,11/24/2010
689,14245,6195,Nike Women's Hyperspike Shoe,Clothes,Clothes,1,1039.99,1039.99,11/24/2010
820,36817,6196,Nike Women's Air Max Running Shoe,Clothes,Clothes,1,999.99,999.99,11/24/2010
755,22484,6197,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,1,291.99,291.99,11/24/2010
218,6124,6198,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,1,359.99,359.99,11/24/2010
718,34924,6199,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,1,499.99,499.99,11/24/2010
298,31533,6200,Elie Tahari White Career Blouse,Clothes,Clothes,2,499.99,999.98,11/24/2010
33,20215,6201,Nike Women's Hyperspike Shoe,Clothes,Clothes,3,699.99,2099.97,11/24/2010
866,5760,6202,Nike Women's Air Max Running Shoe,Clothes,Clothes,1,399.99,399.99,11/24/2010
365,20294,6203,Ralph Lauren Cotton Indigo Sweater ,Clothes,Clothes,1,639.99,639.99,11/24/2010
515,17469,6204,Ralph Lauren Cotton Raglan Sweater,Clothes,Clothes,2,399.99,799.98,11/24/2010
929,16480,6205,Ralph Lauren Cashmere Sweater,Clothes,Clothes,1,599.99,599.99,11/24/2010
791,29122,6206,Ralph Lauren Ribbed Cotton Sweater,Clothes,Clothes,1,449.99,449.99,11/24/2010
134,9694,6209,Ralph Lauren Sport Cable Knit Sweater,Clothes,Clothes,2,149.99,299.98,11/24/2010
856,41721,6210,Guess Women's Full Collar Short Down Jacket,Clothes,Clothes,1,449.99,449.99,11/24/2010
414,40152,6211,Guess Women's Wrap Coat,Clothes,Clothes,1,299.99,299.99,11/24/2010
506,42220,6212,Guess Women's Quilted Jacket,Clothes,Clothes,1,449.99,449.99,11/24/2010
989,27557,6213,Guess Women's Moto Jacket,Clothes,Clothes,1,229.99,229.99,11/24/2010
42,8751,6214,Guess Women's Jean Jacket,Clothes,Clothes,1,249.99,249.99,11/24/2010
649,3531,3177,Guess Women's Skinny Jeans,Clothes,Clothes,1,199.99,199.99,11/25/2010
949,33439,3178,Guess Women's Boot Cut Jeans,Clothes,Clothes,1,299.99,299.99,11/25/2010
263,30494,3179,Ralph Lauren Cotton Indigo Sweater ,Clothes,Clothes,2,229.99,459.98,11/25/2010
362,26314,3180,Ralph Lauren Cotton Raglan Sweater,Clothes,Clothes,1,509.99,509.99,11/25/2010
887,26446,3181,Ralph Lauren Cashmere Sweater,Clothes,Clothes,1,299.99,299.99,11/25/2010
581,15583,3182,Ralph Lauren Ribbed Cotton Sweater,Clothes,Clothes,1,779.99,779.99,11/25/2010
50,2399,3183,Ralph Lauren Sport Cable Knit Sweater,Clothes,Clothes,1,599.99,599.99,11/25/2010
810,28772,3184,Guess Women's Full Collar Short Down Jacket,Clothes,Clothes,1,599.99,599.99,11/25/2010
555,17100,3185,Guess Women's Wrap Coat,Clothes,Clothes,2,429.99,859.98,11/25/2010
740,40006,3186,Guess Women's Quilted Jacket,Clothes,Clothes,1,299.99,299.99,11/25/2010
499,37273,3187,Guess Women's Moto Jacket,Clothes,Clothes,2,779.99,1559.98,11/25/2010
745,39305,3188,Guess Women's Jean Jacket,Clothes,Clothes,1,999.99,999.99,11/25/2010
182,34578,3191,Guess Women's Skinny Jeans,Clothes,Clothes,1,299.99,299.99,11/25/2010
757,1482,3192,Guess Women's Boot Cut Jeans,Clothes,Clothes,1,539.99,539.99,11/25/2010
176,1658,3193,Ralph Lauren Cotton Indigo Sweater ,Clothes,Clothes,1,239.99,239.99,11/25/2010
627,1081,3194,Ralph Lauren Cotton Raglan Sweater,Clothes,Clothes,1,599.99,599.99,11/25/2010
438,9032,3195,Ralph Lauren Cashmere Sweater,Clothes,Clothes,1,229.99,229.99,11/25/2010
171,20641,3196,Ralph Lauren Ribbed Cotton Sweater,Clothes,Clothes,1,1299.99,1299.99,11/25/2010
684,41997,3197,Ralph Lauren Sport Cable Knit Sweater,Clothes,Clothes,1,239.99,239.99,11/25/2010
871,7444,3198,Guess Women's Full Collar Short Down Jacket,Clothes,Clothes,2,599.99,1199.98,11/25/2010
545,27446,3199,Guess Women's Wrap Coat,Clothes,Clothes,1,639.99,639.99,11/25/2010
343,37530,3200,Guess Women's Quilted Jacket,Clothes,Clothes,2,149.99,299.98,11/25/2010
270,31979,3201,Guess Women's Moto Jacket,Clothes,Clothes,1,399.99,399.99,11/25/2010
715,40227,3202,Guess Women's Jean Jacket,Clothes,Clothes,1,499.99,499.99,11/25/2010
535,9992,3203,Guess Women's Skinny Jeans,Clothes,Clothes,1,1039.99,1039.99,11/25/2010
911,28005,3204,Guess Women's Boot Cut Jeans,Clothes,Clothes,1,479.99,479.99,11/25/2010
412,13579,3205,Ralph Lauren Cotton Indigo Sweater ,Clothes,Clothes,1,299.99,299.99,11/25/2010
946,41846,3206,Ralph Lauren Cotton Raglan Sweater,Clothes,Clothes,1,149.99,149.99,11/25/2010
306,30840,3209,Ralph Lauren Cashmere Sweater,Clothes,Clothes,1,449.99,449.99,11/25/2010
724,40954,3210,Ralph Lauren Ribbed Cotton Sweater,Clothes,Clothes,1,639.99,639.99,11/25/2010
449,20873,3211,Ralph Lauren Sport Cable Knit Sweater,Clothes,Clothes,1,149.99,149.99,11/25/2010
799,42492,3212,Guess Women's Full Collar Short Down Jacket,Clothes,Clothes,1,899.99,899.99,11/25/2010
762,20154,3213,Guess Women's Wrap Coat,Clothes,Clothes,1,239.99,239.99,11/25/2010
