from,to,time
L178,L402,17.3821960343
L179,L402,15.5640900667
L185,L402,24.3435588529
L186,L402,22.449030239
L191,L402,27.7585200182
L203,L402,41.4486684179
L206,L402,43.5793097107
L213,L402,45.3275369501
L222,L402,47.3197581016
L227,L402,49.3673445909
L229,L402,59.2285162597
L231,L402,10.8887625263
L246,L402,12.3264871074
L247,L402,21.9043620426
L249,L402,24.0286420217
L252,L402,28.2028354473
L262,L402,28.8886307133
L271,L402,30.3646316056
L273,L402,31.7423717677
L274,L402,36.0000663971
L292,L402,37.8226126895
L299,L402,39.5231987384
L309,L402,41.729948263
L310,L402,43.1323021083
L313,L402,49.6052812675
L315,L402,51.7222373855
L321,L402,53.488721348
L323,L402,55.6149487943
L328,L402,50.8224120312
L333,L402,48.1983683781
L334,L402,44.4654894725
L336,L402,44.6047953536
L338,L402,45.1840754714
L349,L402,44.8694230976
L355,L402,16.6145600108
L361,L402,35.302308726
L365,L402,63.088926963
L370,L402,29.6138725746
L371,L402,59.7100111149
L375,L402,9.57657392914
L382,L402,12.5603394704
L385,L402,62.3655031759
L387,L402,57.787112361
L392,L402,11.686663746
L393,L402,10.0101473495
L402,L402,0
L408,L402,17.9383712486
L411,L402,19.0854545064
L412,L402,21.162106113
L418,L402,23.1814431072
L423,L402,25.4396280717
L430,L402,31.5516231313
L431,L402,33.7064766837
L437,L402,35.683581143
L444,L402,37.1222568552
L445,L402,39.5266774107
L469,L402,44.4934598198
L483,L402,31.8980317155
L493,L402,32.6891555126
L495,L402,34.2914694331
L496,L402,36.0226872644
L511,L402,37.6097745929
L527,L402,59.4164279182
L529,L402,57.8109017999
L530,L402,55.4988641088
L540,L402,53.9618141679
L543,L402,20.587892225
L554,L402,18.6152088684
L556,L402,23.2684696784
L560,L402,42.1234250694
L0,L402,46.3967069061
L7,L408,44.5499832732
L18,L408,44.5414688595
L26,L408,59.8162220385
L33,L408,50.6430688176
L36,L408,43.6526269072
L38,L408,39.1839930499
L57,L408,35.3455864132
L62,L408,30.5902437042
L63,L408,27.3709171402
L70,L408,23.0773328539
L75,L408,20.5693664947
L76,L408,15.5504656895
L77,L408,12.3958962933
L78,L408,11.5122365888
L79,L408,7.99350044795
L80,L408,12.6579213268
L81,L408,59.3187521359
L82,L408,38.3058574866
L91,L408,36.6238907238
L93,L408,39.9255562687
L99,L408,50.2866678544
L102,L408,47.5940849375
L103,L408,43.6549319304
L106,L408,39.8725671211
L113,L408,64.5661676324
L116,L408,33.2185870696
L122,L408,31.4573435796
L128,L408,29.6596853184
L134,L408,27.9925320132
L135,L408,27.6033368566
L138,L408,27.0187281865
L139,L408,25.4642017647
L141,L408,23.9358393409
L145,L408,22.0737499288
L146,L408,19.3789383771
L147,L408,17.4023861781
L150,L408,15.4070926654
L151,L408,24.3231236541
L153,L408,8.71723100556
L154,L408,23.9229761368
L155,L408,20.37239712
L156,L408,19.6221744536
L157,L408,21.6800051059
L159,L408,9.63719616795
L162,L408,16.4046674532
L168,L408,8.36853949424
L171,L408,12.8696146556
L173,L408,10.7868599665
L178,L408,8.19585976943
L179,L408,7.91736474059
L185,L408,16.624266482
L186,L408,14.6366999494
L191,L408,20.2736294136
L203,L408,31.5466883439
L206,L408,33.3596378367
L213,L408,34.7391467658
L222,L408,36.4074690009
L227,L408,38.2106271485
L229,L408,47.0412327732
L231,L408,17.450270152
L246,L408,14.924626829
L247,L408,12.3739655978
L249,L408,13.9689989089
L252,L408,17.6244451515
L262,L408,17.9000097981
L271,L408,18.9541387994
L273,L408,20.3119566897
L274,L408,24.5190846772
L292,L408,26.3075828325
L299,L408,28.0207977656
L309,L408,30.4206981512
L310,L408,31.9560080269
L313,L408,38.6934670848
L315,L408,40.7652650697
L321,L408,42.4733267107
L323,L408,44.570790066
L328,L408,37.9146752583
L333,L408,35.2787755362
L334,L408,31.5316487991
L336,L408,31.6682446429
L338,L408,32.3047958008
L349,L408,32.1558654467
L355,L408,12.6713980272
L361,L408,28.5849529712
L365,L408,54.505475018
L370,L408,19.5620260493
L371,L408,48.9326002464
L375,L408,22.4894510972
L382,L408,25.1494194807
L385,L408,51.8450063482
L387,L408,46.8099908647
L392,L408,11.3549570545
L393,L408,12.9900244672
L402,L408,17.9383712486
L408,L408,0
L411,L408,6.74224525045
L412,L408,9.52662408269
L418,L408,11.9681011598
L423,L408,14.5510165511
L430,L408,20.7071508408
L431,L408,22.7889323676
L437,L408,24.6501053995
L444,L408,25.9956957121
L445,L408,28.3148733731
L469,L408,33.0971113755
L483,L408,18.9952818443
L493,L408,19.7564545988
L495,L408,21.3814904051
L496,L408,23.1477443042
L511,L408,24.7581135999
L527,L408,46.5081751704
L529,L408,44.8867002804
L530,L408,42.5650270757
L540,L408,41.024268527
L543,L408,12.5320303955
L554,L408,12.6983466195
L556,L408,12.6335591133
L560,L408,29.2520377135
L0,L408,33.4692990278
L7,L411,44.2726988611
L18,L411,44.1330508724
L26,L411,58.2097963303
L33,L411,49.0485348767
L36,L411,42.0718339285
L38,L411,37.6154134204
L57,L411,33.7910387433
L62,L411,29.0434105
L63,L411,25.830493454
L70,L411,21.5750232604
L75,L411,19.1021516438
L76,L411,14.1813492468
L77,L411,11.3140498987
L78,L411,11.3908716709
L79,L411,9.14059420275
L80,L411,14.302929411
L81,L411,58.3330943182
L82,L411,37.1446566187
L91,L411,35.5026453476
L93,L411,38.7295180508
L99,L411,49.5519287658
L102,L411,46.8343959967
L103,L411,42.8267776967
L106,L411,38.9741291607
L113,L411,62.9548761897
L116,L411,32.9208597388
L122,L411,31.0518790234
L128,L411,29.1881759647
L134,L411,27.4546524047
L135,L411,26.8735985397
L138,L411,26.581238725
L139,L411,25.2133496525
L141,L411,23.8847878258
L145,L411,22.1207436849
L146,L411,19.5504170449
L147,L411,17.6991558088
L150,L411,15.8344450993
L151,L411,22.7197209362
L153,L411,10.4560502392
L154,L411,25.4491616656
L155,L411,21.920946899
L156,L411,18.2394324764
L157,L411,20.1518994368
L159,L411,11.0991929677
L162,L411,17.9902400558
L168,L411,9.85876795195
L171,L411,11.4688141027
L173,L411,9.62582344703
L178,L411,7.63222327835
L179,L411,8.56960738203
L185,L411,15.0656506051
L186,L411,13.1416992607
L191,L411,18.6622935194
L203,L411,29.8075326592
L206,L411,31.6290338365
L213,L411,33.0247572751
L222,L411,34.714573904
L227,L411,36.5394510749
L229,L411,45.5304412919
L231,L411,17.9138746451
L246,L411,15.1971805675
L247,L411,10.7514291481
L249,L411,12.2524282262
L252,L411,15.8834741602
L262,L411,16.1721917278
L271,L411,17.261450621
L273,L411,18.6273009045
L274,L411,22.8548887619
L292,L411,24.6524000391
L299,L411,26.3683375384
L309,L411,28.7522200028
L310,L411,30.2777629597
L313,L411,37.0031341517
L315,L411,39.0804071195
L321,L411,40.794670817
L323,L411,42.8963621277
L328,L411,36.9813767344
L333,L411,34.3233454312
L334,L411,30.5341392285
L336,L411,30.5952281289
L338,L411,31.1022983309
L349,L411,30.8187073538
L355,L411,14.3878299668
L361,L411,26.9530083073
L365,L411,52.7645127342
L370,L411,17.820378225
L371,L411,47.2416041728
L375,L411,23.5785724179
L382,L411,26.0813459039
L385,L411,50.1402864237
L387,L411,45.1319770289
L392,L411,12.6992661482
L393,L411,14.2615755709
L402,L411,19.0854545064
L408,L411,6.74224525044
L411,L411,0
L412,L411,7.78445440792
L418,L411,10.226308648
L423,L411,12.8097691679
L430,L411,18.9810478769
L431,L411,21.0721568001
L437,L411,22.9454845559
L444,L411,24.3013416228
L445,L411,26.6329489107
L469,L411,31.4424790985
L483,L411,18.1433368527
L493,L411,18.6852710467
L495,L411,20.236781137
L496,L411,21.9431894578
L511,L411,23.5249499131
L527,L411,45.5633565495
L529,L411,43.9072369208
L530,L411,41.5536394261
L540,L411,39.9889855656
L543,L411,13.8703419216
L554,L411,14.2915668677
L556,L411,13.3514217108
L560,L411,28.3993588641
L0,L411,32.494445725
L7,L412,43.9544354012
L18,L412,43.6020905957
L26,L412,55.6475941642
L33,L412,46.5106032442
L36,L412,39.5626104267
L38,L412,35.1323816511
L57,L412,31.3387970126
L62,L412,26.6157771832
L63,L412,23.4254292528
L70,L412,19.2675086103
L75,L412,16.8901079975
L76,L412,12.3025156718
L77,L412,10.330655467
L78,L412,12.1079510613
L79,L412,11.5310245865
L80,L412,16.9966701631
L81,L412,56.8123391299
L82,L412,35.3778473786
L91,L412,33.8118448
L93,L412,36.8968458964
L99,L412,48.4660659635
L102,L412,45.7149670602
L103,L412,41.6063385825
L106,L412,37.6503717473
L113,L412,60.3830216465
L116,L412,32.6340267481
L122,L412,30.6045393776
L128,L412,28.6497443677
L134,L412,26.8247954108
L135,L412,25.9249980092
L138,L412,26.1299961162
L139,L412,25.0884724727
L141,L412,24.1024840699
L145,L412,22.5260682467
L146,L412,20.2084241107
L147,L412,18.6000515869
L150,L412,16.992389938
L151,L412,20.2365849632
L153,L412,13.236772486
L154,L412,27.9657857085
L155,L412,24.4763440974
L156,L412,16.2640619049
L157,L412,17.8434423013
L159,L412,13.6648260088
L162,L412,20.604411664
L168,L412,12.4794959574
L171,L412,9.7572502609
L173,L412,8.86462447861
L178,L412,8.80224652239
L179,L412,10.6832539119
L185,L412,12.7598672421
L186,L412,11.0594272838
L191,L412,16.1854364232
L203,L412,27.0269572859
L206,L412,28.8625247416
L213,L412,30.2862179738
L222,L412,32.0133928598
L227,L412,33.8757507902
L229,L412,43.139246889
L231,L412,19.1056929334
L246,L412,16.2252215856
L247,L412,8.43600900956
L249,L412,9.56003380446
L252,L412,13.1006277733
L262,L412,13.4173475596
L271,L412,14.5826718336
L273,L412,15.9614239692
L274,L412,20.2196776775
L292,L412,22.0309771837
L299,L412,23.7489588472
L309,L412,26.0995467232
L310,L412,27.6056588254
L313,L412,34.3055010383
L315,L412,36.3915217633
L321,L412,38.1158975995
L323,L412,40.2241099038
L328,L412,35.6073384192
L333,L412,32.9250989589
L334,L412,29.0870739552
L336,L412,29.0153899616
L338,L412,29.2904227397
L349,L412,28.7673366647
L355,L412,17.1421878651
L361,L412,24.3985320963
L365,L412,49.983894947
L370,L412,15.0387384898
L371,L412,44.5398247306
L375,L412,25.5298313816
L382,L412,27.7943644043
L385,L412,47.4149403098
L387,L412,42.4528286419
L392,L412,15.1177609302
L393,L412,16.5682714554
L402,L412,21.162106113
L408,L412,9.52662408269
L411,L412,7.78445440792
L412,L412,0
L418,L412,7.44247621891
L423,L412,10.0267275323
L430,L412,16.2270611251
L431,L412,18.3352163419
L437,L412,20.2306421206
L444,L412,21.6048966492
L445,L412,23.9575219085
L469,L412,28.8123556716
L483,L412,17.1499562824
L493,L412,17.2663181626
L495,L412,18.6431613293
L496,L412,20.2081872264
L511,L412,21.716458092
L527,L412,44.1380930625
L529,L412,42.4284559418
L530,L412,40.0282830131
L540,L412,38.4283657624
L543,L412,16.2259551024
L554,L412,16.9150822638
L556,L412,15.0104745475
L560,L412,27.2222517342
L0,L412,31.0735433761
L7,L418,43.762330445
L18,L418,43.2222265892
L26,L418,53.3897000399
L33,L418,44.2791791233
L36,L418,37.36354203
L38,L418,32.9638662692
L57,L418,29.2073347427
L62,L418,24.5227041254
L63,L418,21.3704596053
L70,L418,17.3542772447
L75,L418,15.1263247454
L76,L418,11.1669232048
L77,L418,10.5082124011
L78,L418,13.4148360996
L79,L418,13.796862443
L80,L418,19.4011123143
L81,L418,55.5018658356
L82,L418,33.8977453403
L91,L418,32.4117021369
L93,L418,35.3478989609
L99,L418,47.5693338621
L102,L418,44.7963272912
L103,L418,40.6102928696
L106,L418,36.5762916103
L113,L418,58.1149412466
L116,L418,32.5365978027
L122,L418,30.3821055408
L128,L418,28.3656273536
L134,L418,26.4798034237
L135,L418,25.2975721051
L138,L418,25.956297814
L139,L418,25.2204028716
L141,L418,24.5465316881
L145,L418,23.1565164128
L146,L418,21.0951565341
L147,L418,19.7183336802
L150,L418,18.3491492749
L151,L418,18.2018524257
L153,L418,15.6742226025
L154,L418,30.2464872428
L155,L418,26.7882352311
L156,L418,14.9246992349
L157,L418,16.0558504993
L159,L418,16.0217525357
L162,L418,22.959406515
L168,L418,14.8672826857
L171,L418,9.3813604447
L173,L418,9.75550832704
L178,L418,10.8496711654
L179,L418,12.9147737787
L185,L418,11.1390300872
L186,L418,9.92460433789
L191,L418,14.2070309245
L203,L418,24.5853467829
L206,L418,26.4308406073
L213,L418,27.878521877
L222,L418,29.6393909521
L227,L418,31.5358075166
L229,L418,41.0470776856
L231,L418,20.5499834199
L246,L418,17.6320479796
L247,L418,7.50710475738
L249,L418,7.42774328742
L252,L418,10.65827717
L262,L418,11.0072150873
L271,L418,12.2691290266
L273,L418,13.6551307883
L274,L418,17.9298416631
L292,L418,19.750405107
L299,L418,21.4660069614
L309,L418,23.7779629443
L310,L418,25.2628415201
L313,L418,31.9336882908
L315,L418,34.0268303462
L321,L418,35.7597201321
L323,L418,37.8730047784
L328,L418,34.4968639531
L333,L418,31.807797356
L334,L418,27.9520859988
L336,L418,27.7531219848
L338,L418,27.800216547
L349,L418,27.0440012931
L355,L418,19.5586071911
L361,L418,22.2537627043
L365,L418,47.5507468182
L370,L418,12.6070321461
L371,L418,42.1610373606
L375,L418,27.4331255301
L382,L418,29.5122535297
L385,L418,45.0153016972
L387,L418,40.094696427
L392,L418,17.3923809629
L393,L418,18.7691041888
L402,L418,23.1814431072
L408,L418,11.9681011598
L411,L418,10.226308648
L412,L418,7.44247621891
L418,L418,0
L423,L418,7.58443484936
L430,L418,13.8127075482
L431,L418,15.9369719854
L437,L418,17.8535150471
L444,L418,19.2451461734
L445,L418,21.615955793
L469,L418,26.5095395533
L483,L418,16.6868305951
L493,L418,16.369415108
L495,L418,17.5206813031
L496,L418,18.9015246563
L511,L418,20.3070837782
L527,L418,42.9445688176
L529,L418,41.1911522927
L530,L418,38.7563833998
L540,L418,37.1298764331
L543,L418,18.397363931
L554,L418,19.2471160418
L556,L418,16.7720652825
L560,L418,26.3633377697
L0,L418,29.9476323879
L7,L423,43.6819373804
L18,L423,42.9434252169
L26,L423,51.0033446431
L33,L423,41.9278706477
L36,L423,35.0565677949
L38,L423,30.7002549366
L57,L423,26.9980509909
L62,L423,22.3808662013
L63,L423,19.3005061934
L70,L423,15.5358808824
L75,L423,13.5896042373
L76,L423,10.85842452
L77,L423,11.7008892184
L78,L423,15.2318366473
L79,L423,16.2636427945
L80,L423,21.9628463931
L81,L423,54.1707559616
L82,L423,32.4439302931
L91,L423,31.0590571687
L93,L423,33.8072624461
L99,L423,46.7130864296
L102,L423,43.9255146678
L103,L423,39.6708997063
L106,L423,35.5699648554
L113,L423,55.7155077911
L116,L423,32.6248952868
L122,L423,30.3574963103
L128,L423,28.297010287
L134,L423,26.369974371
L135,L423,24.8962730349
L138,L423,26.0373811199
L139,L423,25.6326572163
L141,L423,25.2864149421
L145,L423,24.1031485201
L146,L423,22.3241720175
L147,L423,21.1868931027
L150,L423,20.0545419548
L151,L423,16.2584829205
L153,L423,18.2530462337
L154,L423,32.7032300963
L155,L423,29.2741485653
L156,L423,14.0688292323
L157,L423,14.525745836
L159,L423,18.5567586518
L162,L423,25.4828661241
L168,L423,17.4231694084
L171,L423,10.3793451495
L173,L423,11.6385583575
L178,L423,13.266892048
L179,L423,15.3912437161
L185,L423,10.2246584137
L186,L423,9.94712622184
L191,L423,12.4566496799
L203,L423,22.0010966582
L206,L423,23.8563141116
L213,L423,25.3315518881
L222,L423,27.1319347122
L227,L423,29.0678798108
L229,L423,38.859781047
L231,L423,22.3539643024
L246,L423,19.4542442523
L247,L423,8.69556373356
L249,L423,6.80614503753
L252,L423,8.07390089356
L262,L423,8.49216889818
L271,L423,9.93432129825
L273,L423,11.3051512103
L274,L423,15.5615476641
L292,L423,17.384784258
L299,L423,19.0895071217
L309,L423,21.3435255454
L310,L423,22.7984295417
L313,L423,29.4274572459
L315,L423,31.5278618213
L321,L423,33.2698036517
L323,L423,35.3879323803
L328,L423,33.4618920818
L333,L423,30.7837637423
L334,L423,26.9423680931
L336,L423,26.5979691244
L338,L423,26.3764314016
L349,L423,25.3462968754
L355,L423,22.1182068774
L361,L423,20.1092280625
L365,L423,44.9820431702
L370,L423,10.0530735955
L371,L423,39.6429467329
L375,L423,29.5750850097
L382,L423,31.4821361653
L385,L423,42.4735596593
L387,L423,37.6006223581
L392,L423,19.8691667718
L393,L423,21.1882055799
L402,L423,25.4396280717
L408,L423,14.5510165511
L411,L423,12.8097691679
L412,L423,10.0267275323
L418,L423,7.58443484936
L423,L423,0
L430,L423,11.2716797494
L431,L423,13.4155289499
L437,L423,15.3580983897
L444,L423,16.7705604981
L445,L423,19.1601066359
L469,L423,24.093632774
L483,L423,16.6989227083
L493,L423,15.9023133089
L495,L423,16.7330834193
L496,L423,17.8420768881
L511,L423,19.0853114113
L527,L423,41.7760535591
L529,L423,39.980241568
L530,L423,37.5166530194
L540,L423,35.8675702131
L543,L423,20.7655019103
L554,L423,21.7384781408
L556,L423,18.8385703281
L560,L423,25.6875978574
L0,L423,28.9290975934
L7,L430,42.8389112097
L18,L430,41.6322262306
L26,L430,44.8577319733
L33,L430,35.8449370605
L36,L430,29.0675778255
L38,L430,24.818525128
L57,L430,21.2711393819
L62,L430,16.9181381389
L63,L430,14.1883846024
L70,L430,11.7548445761
L75,L430,11.3706309417
L76,L430,13.0546552403
L77,L430,15.9638369249
L78,L430,19.9102160905
L79,L430,22.0653449528
L80,L430,28.2135196593
L81,L430,50.1967962622
L82,L430,28.4766329955
L91,L430,27.3864265796
L93,L430,29.5914244995
L99,L430,43.9405013083
L102,L430,41.1589929174
L103,L430,36.8130869293
L106,L430,32.6395757225
L113,L430,49.5493874205
L116,L430,32.4800347811
L122,L430,30.0296844172
L128,L430,27.9599966083
L134,L430,26.0411986896
L135,L430,23.9490949734
L138,L430,26.1892449297
L139,L430,26.5913194503
L141,L430,27.0198926619
L145,L430,26.371770422
L146,L430,25.318719252
L147,L430,24.7570419628
L150,L430,24.1766298425
L151,L430,14.5410734407
L153,L430,24.3616534551
L154,L430,38.9573488065
L155,L430,35.5409830353
L156,L430,16.0890145969
L157,L430,14.6747760774
L159,L430,24.8247322307
L162,L430,31.7540498912
L168,L430,23.6796226017
L171,L430,15.9064439988
L173,L430,17.6638127109
L178,L430,19.526108473
L179,L430,21.6606475815
L185,L430,13.4778648754
L186,L430,14.6478093201
L191,L430,12.6209432317
L203,L430,15.9357670988
L206,L430,17.6572299422
L213,L430,19.06608219
L222,L430,20.8674264684
L227,L430,22.8376847417
L229,L430,33.0873310943
L231,L430,27.9958964235
L246,L430,25.1731270517
L247,L430,14.647400204
L249,L430,12.5233235278
L252,L430,8.34898795122
L262,L430,7.80986129008
L271,L430,7.25029540912
L273,L430,6.81700454078
L274,L430,9.71319481222
L292,L430,11.4576633434
L299,L430,13.0870287305
L309,L430,15.1855432083
L310,L430,16.5842478371
L313,L430,23.1629626619
L315,L430,25.2673143382
L321,L430,27.0153041206
L323,L430,29.1365400577
L328,L430,30.5178957564
L333,L430,27.9555296413
L334,L430,24.3202678037
L336,L430,23.6154177936
L338,L430,22.6967001421
L349,L430,20.9799079832
L355,L430,28.1165230668
L361,L430,16.9760407033
L365,L430,39.1137904386
L370,L430,7.58047655475
L371,L430,33.3724219519
L375,L430,35.5495673534
L382,L430,37.2362421845
L385,L430,36.2052241436
L387,L430,31.3417537804
L392,L430,26.1362347716
L393,L430,27.4313220041
L402,L430,31.5516231313
L408,L430,20.7071508408
L411,L430,18.9810478769
L412,L430,16.2270611251
L418,L430,13.8127075482
L423,L430,11.2716797494
L430,L430,0
L431,L430,7.15868436125
L437,L430,9.13203283774
L444,L430,10.5720626445
L445,L430,12.9773278978
L469,L430,17.9535394183
L483,L430,17.6954302089
L493,L430,15.9483174942
L495,L430,15.7896562913
L496,L430,15.9554357262
L511,L430,16.5534667164
L527,L430,38.3232512326
L529,L430,36.4542839161
L530,L430,33.9659740607
L540,L430,32.2959136277
L543,L430,26.2499868947
L554,L430,27.5188941081
L556,L430,23.7432095875
L560,L430,23.9966165127
L0,L430,26.1890636917
L7,L431,42.4932647055
L18,L431,41.1300933703
L26,L431,42.7063474161
L33,L431,33.706938328
L36,L431,26.9570354497
L38,L431,22.7473266891
L57,L431,19.2681897863
L62,L431,15.0707806413
L63,L431,12.5969736232
L70,L431,11.1355525122
L75,L431,11.6045945146
L76,L431,14.4851123205
L77,L431,17.6655041167
L78,L431,21.6058824876
L79,L431,24.0335979549
L80,L431,30.3304412391
L81,L431,48.7221044691
L82,L431,27.1106782421
L91,L431,26.1460759471
L93,L431,28.1204076826
L99,L431,42.9087489103
L102,L431,40.1434240464
L103,L431,35.7914462643
L106,L431,31.6247691576
L113,L431,47.3948131394
L116,L431,32.4679516236
L122,L431,29.9863290758
L128,L431,27.9461932669
L134,L431,26.066414367
L135,L431,23.8017461343
L138,L431,26.3782393439
L139,L431,27.0451347188
L141,L431,27.7198793234
L145,L431,27.2537894179
L146,L431,26.4434579418
L147,L431,26.0632615563
L150,L431,25.6522264771
L151,L431,15.12447921
L153,L431,26.4188401791
L154,L431,41.1112902255
L155,L431,37.6894061645
L156,L431,17.6583506121
L157,L431,15.8609052985
L159,L431,26.957153735
L162,L431,33.8911906722
L168,L431,25.8024273279
L171,L431,18.0306814829
L173,L431,19.8185485566
L178,L431,21.6774487922
L179,L431,23.806771646
L185,L431,15.4017864618
L186,L431,16.7090802859
L191,L431,14.0004321016
L203,L431,14.0502350616
L206,L431,15.6315674801
L213,L431,16.952951223
L222,L431,18.7166273543
L227,L431,20.6790063727
L229,L431,31.0379974057
L231,L431,30.0920692918
L246,L431,27.2856702654
L247,L431,16.80315141
L249,L431,14.6795733445
L252,L431,10.5042533532
L262,L431,9.93181679408
L271,L431,8.95402811482
L273,L431,7.8087214814
L274,L431,7.88996902985
L292,L431,9.47100815736
L299,L431,11.0228853804
L309,L431,13.042288898
L310,L431,14.4269393885
L313,L431,21.0121992762
L315,L431,23.1141772449
L321,L431,24.8598615997
L323,L431,26.9803278277
L328,L431,29.5191923839
L333,L431,27.0317579603
L334,L431,23.5366995422
L336,L431,22.705410194
L338,L431,21.525043325
L349,L431,19.5542037577
L355,L431,30.1267372829
L361,L431,16.7999208024
L365,L431,37.2671333458
L370,L431,9.41202777922
L371,L431,31.2291022196
L375,L431,37.6884665522
L382,L431,39.3404302147
L385,L431,34.080643893
L387,L431,29.1880102177
L392,L431,28.2843734758
L393,L431,29.5870387543
L402,L431,33.7064766837
L408,L431,22.7889323676
L411,L431,21.0721568001
L412,L431,18.3352163419
L418,L431,15.9369719854
L423,L431,13.4155289499
L430,L431,7.15868436125
L431,L431,0
L437,L431,6.98029301284
L444,L431,8.42663988077
L445,L431,10.8303937626
L469,L431,15.8115998368
L483,L431,18.4434693559
L493,L431,16.4959750428
L495,L431,15.9993790737
L496,L431,15.787870473
L511,L431,16.0799028341
L527,L431,37.076750467
L529,L431,35.1920320758
L530,L431,32.7110578296
L540,L431,31.0459003577
L543,L431,28.1016941455
L554,L431,29.4573088462
L556,L431,25.4461767734
L560,L431,23.5746959062
L0,L431,25.3256297388
L7,L437,42.0560799256
L18,L437,40.5534766201
L26,L437,40.7270846096
L33,L437,31.7274593565
L36,L437,24.9888853788
L38,L437,20.805580491
L57,L437,17.3858238605
L62,L437,13.3653970483
L63,L437,11.2421159137
L70,L437,10.9790307639
L75,L437,12.1860827834
L76,L437,15.8632179878
L77,L437,19.2092709441
L78,L437,23.1151635078
L79,L437,25.7797172392
L80,L437,32.2261198806
L81,L437,47.2543502932
L82,L437,25.7901170675
L91,L437,24.9491561951
L93,L437,26.6973431032
L99,L437,41.8446682217
L102,L437,39.1003496148
L103,L437,34.7551782638
L106,L437,30.6105740708
L113,L437,45.4174052607
L116,L437,32.3764321754
L122,L437,29.8809101161
L128,L437,27.8825264167
L134,L437,26.054521994
L135,L437,23.6544373344
L138,L437,26.5133109732
L139,L437,27.4150766223
L141,L437,28.3068546865
L145,L437,28.0075401779
L146,L437,27.4194617903
L147,L437,27.2030830854
L150,L437,26.9449848535
L151,L437,16.1999809829
L153,L437,28.2497245354
L154,L437,43.0611488778
L155,L437,39.628556176
L156,L437,19.3555191547
L157,L437,17.3382330228
L159,L437,28.8742936775
L162,L437,35.8128885072
L168,L437,27.7076706984
L171,L437,20.0090345758
L173,L437,21.7956911698
L178,L437,23.6248566891
L179,L437,25.7447957383
L185,L437,17.304938623
L186,L437,18.6685580234
L191,L437,15.6288874505
L203,L437,12.6127211638
L206,L437,13.9469796331
L213,L437,15.1072159623
L222,L437,16.786092625
L227,L437,18.7145976866
L229,L437,29.1076662225
L231,L437,32.0602864211
L246,L437,29.2600083785
L247,L437,18.7794261393
L249,L437,16.6553529197
L252,L437,12.4807630751
L262,L437,11.866312201
L271,L437,10.7109804192
L273,L437,9.40498445075
L274,L437,6.73027274211
L292,L437,7.72280954746
L299,L437,9.11934364578
L309,L437,11.0624566473
L310,L437,12.4539551875
L313,L437,19.0801860457
L315,L437,21.1746181096
L321,L437,22.9126350485
L323,L437,25.029979184
L328,L437,28.5301456729
L333,L437,26.1279797902
L334,L437,22.7954228545
L336,L437,21.8522353634
L338,L437,20.4316461037
L349,L437,18.2319623925
L355,L437,31.9046980218
L361,L437,17.2064801411
L365,L437,35.749180238
L370,L437,11.3332583608
L371,L437,29.3102112294
L375,L437,39.6685501113
L382,L437,41.3109778267
L385,L437,32.1953623984
L387,L437,27.2451294196
L392,L437,30.2244710739
L393,L437,31.5421063932
L402,L437,35.683581143
L408,L437,24.6501053995
L411,L437,22.9454845559
L412,L437,20.2306421206
L418,L437,17.8535150471
L423,L437,15.3580983897
L430,L437,9.13203283774
L431,L437,6.98029301284
L437,L437,0
L444,L437,6.44787979029
L445,L437,8.85015813278
L469,L437,13.8318164595
L483,L437,19.1813764881
L493,L437,17.1067480689
L495,L437,16.3301697687
L496,L437,15.7834503247
L511,L437,15.7762753829
L527,L437,35.8313851408
L529,L437,33.9373486714
L530,L437,31.47076039
L540,L437,29.8161643452
L543,L437,29.7279483394
L554,L437,31.164256037
L556,L437,26.9434506741
L560,L437,23.1745073029
L0,L437,24.4917734709
L7,L444,41.7145440911
L18,L444,40.1117709196
L26,L444,39.2858218467
L33,L444,30.2803070024
L36,L444,23.5434175478
L38,L444,19.3753563689
L57,L444,16.0012509386
L62,L444,12.1537626462
L63,L444,10.4187943912
L70,L444,11.1870398375
L75,L444,12.829911443
L76,L444,16.923043034
L77,L444,20.3515286216
L78,L444,24.2196737089
L79,L444,27.0419312441
L80,L444,33.5937049449
L81,L444,46.1489667196
L82,L444,24.8253299277
L91,L444,24.0831013897
L93,L444,25.6508900905
L99,L444,41.0404645671
L102,L444,38.3155572743
L103,L444,33.9831207209
L106,L444,29.8650207277
L113,L444,43.9795882937
L116,L444,32.3124058167
L122,L444,29.8157645102
L128,L444,27.8567199927
L134,L444,26.0760415377
L135,L444,23.591709288
L138,L444,26.6394064499
L139,L444,27.7062709364
L141,L444,28.7494615455
L145,L444,28.5698886809
L146,L444,28.140731928
L147,L444,28.0397414911
L150,L444,27.8889816284
L151,L444,17.1941600384
L153,L444,29.570384947
L154,L444,44.4718052959
L155,L444,41.0301009722
L156,L444,20.675295348
L157,L444,18.5481098409
L159,L444,30.2598434706
L162,L444,37.200355677
L168,L444,29.084373791
L171,L444,21.4566683654
L173,L444,23.234987263
L178,L444,25.036361376
L179,L444,27.1480143617
L185,L444,18.7279137176
L186,L444,20.1128843298
L191,L444,16.9261763718
L203,L444,11.8137831368
L206,L444,12.8634352743
L213,L444,13.8371926967
L222,L444,15.4132326361
L227,L444,17.2977079073
L229,L444,27.6829144887
L231,L444,33.506722848
L246,L444,30.707758191
L247,L444,20.2179575487
L249,L444,18.0936444976
L252,L444,13.9208249799
